layer,hook,alpha,KL_raw_mean,KL_mapped_mean,delta,drop_pct,file
26,attn_out,0.7,7.844342557589213,5.279849700927734,2.564492856661479,32.69225990367279,mapped_patch_L26_attn_out_k1_alpha0.7.json
26,attn_out,0.7,7.844342557589213,5.279849700927734,2.564492856661479,32.69225990367279,mapped_patch_L26_attn_out_k8_alpha0.7.json
26,attn_out,0.7,7.844342557589213,5.279849700927734,2.564492856661479,32.69225990367279,mapped_patch_L26_attn_out_k32_alpha0.7.json
26,attn_out,0.7,7.844342557589213,5.279849700927734,2.564492856661479,32.69225990367279,mapped_patch_L26_attn_out_kfull_alpha0.7.json
26,attn_out,1.0,7.840968947410584,5.639901374181112,2.201067573229472,28.071372147907265,mapped_patch_L26_attn_out_alpha1.0.json
26,attn_out,1.0,7.844342557589213,5.587976996898651,2.256365560690562,28.76424052271382,mapped_patch_L26_attn_out_k1_alpha1.0.json
26,attn_out,1.0,7.844342557589213,5.587976996898651,2.256365560690562,28.76424052271382,mapped_patch_L26_attn_out_k8_alpha1.0.json
26,attn_out,1.0,7.844342557589213,5.587976996898651,2.256365560690562,28.76424052271382,mapped_patch_L26_attn_out_k32_alpha1.0.json
26,attn_out,1.0,7.844342557589213,5.587976996898651,2.256365560690562,28.76424052271382,mapped_patch_L26_attn_out_kfull_alpha1.0.json
26,mlp_out,0.3,6.520505119959513,5.104317957560221,1.416187162399292,21.718979378825875,mapped_patch_L26_mlp_out_alpha0.3.json
26,mlp_out,0.5,6.520505119959513,5.761156486670176,0.7593486332893375,11.645549222328537,mapped_patch_L26_mlp_out_alpha0.5.json
26,mlp_out,0.7,6.520505119959513,5.935295771757762,0.5852093482017517,8.97490819247122,mapped_patch_L26_mlp_out_alpha0.7.json
26,mlp_out,1.0,6.520505119959513,5.90200534025828,0.6184997797012333,9.485458079129208,mapped_patch_L26_mlp_out_alpha1.0.json
26,resid_post,0.3,6.834608254432678,5.3043688265482585,1.5302394278844194,22.389570417469965,mapped_patch_L26_resid_post_alpha0.3.json
26,resid_post,0.5,6.834608254432678,5.409490574200948,1.4251176802317298,20.85149034412397,mapped_patch_L26_resid_post_alpha0.5.json
26,resid_post,0.7,6.834608254432678,5.4102729845047,1.424335269927978,20.840042573094163,mapped_patch_L26_resid_post_alpha0.7.json
26,resid_post,1.0,6.834608254432678,5.864127788543701,0.9704804658889764,14.199503903673753,mapped_patch_L26_resid_post_alpha1.0.json
